flight_record,flight_date_exact,tail_number,airframe,fleet,takeoff_airport_code,landing_airport_code,p14_event_record,p14_event_type,p14_severity,p14_false_positive,p14_start_of_event_10_seconds_seconds_from_start_of_file,p14_end_of_event_10_seconds_seconds_from_start_of_file,p14_duration_of_event_seconds,p14_terrain_elevation_at_start_of_event_ft,p14_data_dropouts_seconds,p14_error_b_w_gmt_and_recorded_time_around_event_percent,p14_estimated_nav_error_at_start_of_event_nm,p14_standard_deviation_of_sample_rate_of_gmt_event_interval_30_seconds_hz,p14_flap_handle_position_at_start_of_event,p14_speed_brake_handle_position_at_start_of_event_deg,p14_flap_position_at_start_of_event_deg_ted,target
2639592,27/06/2019 9:53,VH-VZA,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40705230,Deep Touchdown,Level 2,Not a False Positive,3462,3482,0,1871.4021,12,-0.001525879,0.045500154,0,30,2.835395336,30.31255849,0
2639666,27/06/2019 9:18,VH-VZP,737-800,QFA - 737-800 (1024 wps),YMML,YPPH,40705701,Pitch Rate Low during Rotation,Level 2,Not a False Positive,978,1002,4,382.8527832,0,0.001058271,0.042511211,0,5,-1.746629119,5.061244449,0
2639814,27/06/2019 20:27,VH-VZR,737-800,QFA - 737-800 (1024 wps),YBBN,YMML,40705474,Pitch Rate Low during Rotation,Level 2,Not a False Positive,462,486,4,5.463822365,2,0.001058271,0.017495362,0,1,-1.37830174,0.989337715,0
2640079,28/06/2019 0:25,VH-VXE,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40705072,Thrust reversers delayed during landing,Level 2,Not a False Positive,4943.5,5024.75,61.25,338.9814911,2,9.21E-05,0.05718858,0,30,4.291615963,29.980498,0
2640670,28/06/2019 23:13,VH-XZC,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40704383,Airborne Speed High,Level 2,Not a False Positive,562,582,0,13.64909458,4,0.004196167,0.080113743,0,1,-1.930908918,1.003406133,0
2640723,29/06/2019 2:04,VH-VXI,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40704310,Airborne Speed High,Level 2,Not a False Positive,1239,1259,0,387.7398987,4,-9.54E-05,0.028871563,0,5,-1.37830174,5.061244449,0
2640734,29/06/2019 0:30,VH-VZU,737-800,QFA - 737-800 (1024 wps),YSSY,NZWN,40704484,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,10546,10568,2,41.46320724,2,4.91E-04,0.039625321,0,30,3.017686605,30.01958974,0
2640847,29/06/2019 5:31,VH-VZO,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40704219,Approach Speed High Below 50 ft AGL (Vref),Level 3,Not a False Positive,4778,4801.5,3.5,340.4967041,2,7.44E-04,0.038916055,0,30,3.746097088,30.25396474,0
2641155,29/06/2019 22:41,VH-VXA,737-800,QFA - 737-800 (1024 wps),YMML,YBHM,40704071,Short Runway Distance Remaining,Level 2,Not a False Positive,9983.25,10003.25,0,12.31832623,4,-9.54E-05,0.089071224,0,40,4.200743198,40,0
2641286,30/06/2019 3:24,VH-VXE,737-800,QFA - 737-800 (1024 wps),YBBN,YMML,40703885,Airborne Speed High,Level 2,Not a False Positive,388,408,0,10.68803596,2,-9.54E-05,0.014474248,0,5,-0.458834648,4.979736225,0
2641820,30/06/2019 1:39,VH-VZW,737-800,QFA - 737-800 (1024 wps),NZQN,YMML,40703809,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,7455,11802.25,4327.25,0,2,3.95E-06,0.242031681,0,0,-1.102259159,0.009501703,1
2642223,28/06/2019 20:16,VH-VXC,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40703214,Thrust reversers delayed during landing,Level 2,Not a False Positive,4788.75,4870,61.25,14.03890252,6,-7.37E-04,0.054497322,0,30,5.560535192,30.21001943,0
2642372,28/06/2019 23:32,VH-VXB,737-800,QFA - 737-800 (1024 wps),YPPH,YSSY,40703153,Deep Touchdown,Level 2,Not a False Positive,13240.5,13260.5,0,8.800661564,2,-9.54E-05,0.050603157,0,30,4.291615963,29.96584956,0
2642406,29/06/2019 4:20,VH-VZD,737-800,QFA - 737-800 (1024 wps),YMML,YBCS,40703091,Airborne Speed High,Level 2,Not a False Positive,1070,1090,0,395.3171082,2,-9.54E-05,0.002531704,0,5,-1.654518247,5.156261341,0
2642457,1/07/2019 4:54,VH-VZA,737-800,QFA - 737-800 (1024 wps),YBCS,YSSY,40703227,VMO Exceedance,Level 2,Not a False Positive,7939,7963,4,938.3201904,2,-3.26E-04,0.164315102,0,0,33.91005707,0.004750851,0
2642759,30/06/2019 22:12,VH-VXC,737-800,QFA - 737-800 (1024 wps),YMML,YPAD,40702587,Rotation Speed High,Level 2,Not a False Positive,2043,2063,0,360.1234131,0,-0.001525879,0.024434398,0,1,1.77E-04,0.99408856,0
2642794,1/07/2019 2:19,VH-VXC,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40702495,Rotation Speed High,Level 2,Not a False Positive,1438.75,1458.75,0,381.5278702,4,-9.54E-05,0.018507192,0,5,0.091922112,5.037489711,0
2643561,2/07/2019 5:02,VH-VYD,737-800,QFA - 737-800 (1024 wps),YPDN,YBAS,40702045,Airborne Speed High,Level 2,Not a False Positive,543,563,0,80.04296875,0,-9.54E-05,0.046638568,0,1,-1.194254041,0.989337715,0
2643886,2/07/2019 20:15,VH-XZJ,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40701650,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,566,586,0,9.602424622,0,-0.001525879,0.012352405,0,1,-1.37830174,0.99408856,0
2644148,2/07/2019 22:37,VH-VZJ,737-800,QFA - 737-800 (1024 wps),YBBN,YPPH,40701914,Deep Touchdown,Level 2,Not a False Positive,18969.5,18989.5,0,57.56012344,0,2.62E-04,0.014695646,0,30,7.370212555,29.980498,0
2644201,3/07/2019 3:46,VH-VZR,737-800,QFA - 737-800 (1024 wps),YBCG,YSSY,40701341,Airborne Speed High,Level 2,Not a False Positive,496,516,0,12.3120718,0,-9.54E-05,0.061960591,0,5,-0.458834648,4.936978624,0
2644281,3/07/2019 3:55,VH-XZM,737-800,QFA - 737-800 (1024 wps),YBAS,YSSY,40701519,Airborne Speed High,Level 2,Not a False Positive,521,541,0,1764.897217,6,-9.54E-05,0.039140843,0,10,-1.562426805,10.00978343,0
2644519,3/07/2019 7:37,VH-VZP,737-800,QFA - 737-800 (1024 wps),YBBN,YPPH,40701805,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,8651,8681,10,38.71390953,0,-6.46E-04,0.153957818,0,0,-1.838759303,0,1
2644737,3/07/2019 23:08,VH-VYE,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40700895,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,1095,1115,0,9.063350677,0,-0.001525879,0.031328592,0,1,-1.010283589,1.012420556,0
2644874,3/07/2019 23:34,VH-VXB,737-800,QFA - 737-800 (1024 wps),YPPH,YSSY,40701048,Airborne Speed High,Level 2,Not a False Positive,893,914,1,53.16312027,26,5.55E-04,0.017474673,0,5,-1.37830174,4.993988759,0
2645114,4/07/2019 5:10,VH-VYI,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40700521,Speed Brakes Used During Final Approach,Level 3,Bad Parameter: Cause Unknown,4475,4495,0,18.73725128,2,-9.54E-05,0.005849617,0,30,4.745699406,30.25396474,1
2645533,4/07/2019 6:08,VH-VYD,737-800,QFA - 737-800 (1024 wps),YPKA,YPPH,40700408,High Bank Angle Climb 200ft to 1000 ft,Level 2,Not a False Positive,478.25,499.25,1,11.36746979,0,-5.09E-04,0.039232831,0,5,-1.286268234,4.965483691,0
2645813,4/07/2019 11:03,VH-XZA,737-800,QFA - 737-800 (1024 wps),YSSY,YPDN,40700677,Pitch Rate Low during Rotation,Level 2,Not a False Positive,611.5,635.5,4,5.91862464,0,-3.26E-04,0.053095404,0,5,-0.458834648,5.108752895,0
2646903,5/07/2019 11:36,VH-XZP,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40699358,Airborne Speed High,Level 2,Not a False Positive,597,617,0,12.79398251,19,-0.001525879,0.044230758,0,10,-1.562426805,10.12697093,0
2646903,5/07/2019 11:36,VH-XZP,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40699359,Pitch Rate Low during Rotation,Level 2,Not a False Positive,588.75,612.75,4,9.437821865,19,-0.001018278,0.039485995,0,10,-1.562426805,10.11964671,0
2647097,5/07/2019 22:56,VH-XZN,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40699451,Pitch Rate Low during Rotation,Level 2,Not a False Positive,1025.75,1049.75,4,6.132682323,0,-0.003094827,0.014702441,0,5,-0.734472454,5.150322785,0
2647263,6/07/2019 2:28,VH-VYH,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40699287,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,585.5,605.5,0,392.9126434,4,-9.54E-05,0.002823137,0,1,-0.826390207,1.012420556,0
2647386,6/07/2019 4:00,VH-VXU,737-800,QFA - 737-800 (1024 wps),YPDN,YBBN,40699288,Airborne Speed High,Level 2,Not a False Positive,672,692,0,93.19867706,2,-9.54E-05,0.024969792,0,5,-0.366993845,5.132507118,0
2647386,6/07/2019 4:00,VH-VXU,737-800,QFA - 737-800 (1024 wps),YPDN,YBBN,40699286,Rotation Speed High,Level 2,Not a False Positive,664,684,0,83.53510284,2,-9.54E-05,0.014622098,0,5,-0.366993845,5.156261341,0
2647539,6/07/2019 20:14,VH-VYC,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40698747,Airborne Speed High,Level 2,Not a False Positive,410,430,0,9.590056419,2,-0.001525879,0.02735628,0,1,-1.654518247,1.016927768,0
2647732,7/07/2019 2:31,VH-VXQ,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40698609,Speed Brakes Used During Final Approach,Level 3,Bad Parameter: Bad Sensor on Airplane,4978.5,4998.5,0,350.5539093,2,-0.833368301,0.053396165,0,30,4.745699406,30.19537099,1
2647825,7/07/2019 2:48,VH-VXS,737-800,QFA - 737-800 (1024 wps),YMML,YPPH,40698524,Thrust reversers delayed during landing,Level 2,Not a False Positive,14291,14372.75,61.75,59.1170578,0,1.90E-04,0.051525092,0,30,2.196781158,30.07818349,0
2648716,7/07/2019 23:58,VH-VYD,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40697912,Airborne Speed High,Level 2,Not a False Positive,696,716,0,15.24983406,2,-0.001143105,0.04908836,0,1,-1.286268234,0.989337715,0
2649083,8/07/2019 1:24,VH-XZC,737-800,QFA - 737-800 (1024 wps),YPAD,YBAS,40697932,Airborne Speed High,Level 2,Not a False Positive,475,495,0,19.38452339,2,-9.54E-05,0.04756186,0,1,-1.930908918,1.003406133,0
2649241,8/07/2019 3:46,VH-VYK,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40697650,Deep Touchdown,Level 2,Not a False Positive,4194.75,4214.75,0,399.2120056,0,-9.54E-05,0.050791768,0,30,4.200743198,29.95120112,0
2649464,8/07/2019 8:08,VH-VYD,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40697487,TCAS Resolution Advisory,Level 2,Not a False Positive,920,951,11,0.131928846,0,-0.00135116,0.14857613,0,0,-0.550694644,0,0
2650303,9/07/2019 12:11,VH-VYL,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40696650,Deep Touchdown,Level 3,Not a False Positive,5070.25,5090.25,0,8.367322206,6,-0.001525879,0.069964898,0,30,4.291615963,30.25396474,0
2650589,10/07/2019 1:02,VH-VZR,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40696323,Airborne Speed High,Level 2,Not a False Positive,585,605,0,16.67241478,6,2.62E-04,0.072170075,0,5,-1.37830174,4.936978624,0
2650904,10/07/2019 4:24,VH-VYI,737-800,QFA - 737-800 (1024 wps),YPDN,YAYE,40696166,GPWS: Sink Rate,Level 2,Not a False Positive,7353,7374,1,1649.822144,0,5.55E-04,0.058801599,0,30,3.29098177,30.25396474,0
2650912,10/07/2019 5:20,VH-VXK,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40696191,Climb Speed High,Level 2,Not a False Positive,509,530,1,-6.026127338,2,5.55E-04,0.043695929,0,1,-1.37830174,1.02594224,0
2651188,10/07/2019 11:20,VH-XZN,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40695955,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,8109,8131,2,413.5306396,6,-2.13E-04,0.044110103,0,30,4.018940926,30.25396474,0
2651215,10/07/2019 11:32,VH-VXT,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40695831,Climb Speed High,Level 2,Not a False Positive,533,557,4,383.0147705,2,-0.001710461,0.044920515,0,5,-1.562426805,5.22752401,0
2651215,10/07/2019 11:32,VH-VXT,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40695833,Rotation Speed High,Level 3,Not a False Positive,517.25,537.25,0,349.2050171,2,6.20E-04,0.022055266,0,5,-1.608472526,5.22752401,0
2651215,10/07/2019 11:32,VH-VXT,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40695834,Airborne Speed High,Level 2,Not a False Positive,523,543,0,360.6941223,2,0.001335144,0.020648792,0,5,-1.654518247,5.22752401,0
2651891,11/07/2019 4:23,VH-VXT,737-800,QFA - 737-800 (1024 wps),YPDN,YBBN,40695371,Airborne Speed High,Level 2,Not a False Positive,227,247,0,88.22180176,0,-9.54E-05,0.051300117,0,5,-1.470354557,5.22752401,0
2651891,11/07/2019 4:23,VH-VXT,737-800,QFA - 737-800 (1024 wps),YPDN,YBBN,40695375,Pitch Rate Low during Rotation,Level 2,Not a False Positive,217,241,4,81.73686981,0,-3.26E-04,0.037702599,0,5,-1.470354557,5.22752401,0
2652157,11/07/2019 11:22,VH-VYK,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40695082,Deep Touchdown,Level 3,Not a False Positive,8268.25,8288.25,0,10.00717568,2,0.001335144,0.065680893,0,30,4.200743198,29.980498,0
2652158,11/07/2019 12:14,VH-VYC,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40694948,Deep Touchdown,Level 3,Not a False Positive,4278,4298,0,9.412445068,6,-0.001525879,0.060079119,0,30,2.470586538,30.25396474,0
2652552,12/07/2019 0:22,VH-VXA,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40694645,Airborne Speed High,Level 2,Not a False Positive,311,331,0,1870.354736,0,-5.96E-06,0.02711749,0,5,-0.458834648,5.156261341,0
2652607,12/07/2019 1:29,VH-VZU,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40694601,Airborne Speed High,Level 2,Not a False Positive,990,1010,0,12.57054138,6,2.62E-04,0.018695489,0,5,-1.37830174,5.037489711,0
2652637,12/07/2019 1:48,VH-VYA,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40694713,Airborne Speed High,Level 2,Not a False Positive,897,917,0,13.8905611,0,2.62E-04,0.011010808,0,5,-0.091586694,4.979736225,0
2652760,12/07/2019 4:51,VH-XZB,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40694569,Airborne Speed High,Level 2,Not a False Positive,430,450,0,9.838406563,2,-9.54E-05,0.01455039,0,5,-1.286268234,5.061244449,0
2652853,12/07/2019 6:21,VH-VZO,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40694536,Airborne Speed High,Level 2,Not a False Positive,667,688,1,395.543396,6,-8.64E-04,0.024685988,0,5,-1.010283589,5.156261341,0
2652986,12/07/2019 10:17,VH-VXO,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40694188,Thrust reversers delayed during landing,Level 2,Not a False Positive,5037.5,5118.75,61.25,12.49785709,2,2.10E-04,0.028737412,0,30,3.746097088,30.19537099,0
2653138,12/07/2019 20:40,VH-VYK,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40694166,Airborne Speed High,Level 2,Not a False Positive,421,441,0,14.39588356,10,-0.001525879,0.045000923,0,1,-0.734472454,1.003406133,0
2653146,12/07/2019 20:44,VH-VYC,737-800,QFA - 737-800 (1024 wps),YPAD,YBBN,40694112,Airborne Speed High,Level 2,Not a False Positive,403,423,0,14.18977261,4,0.004196167,0.003725093,0,1,-1.654518247,1.016927768,0
2653165,12/07/2019 21:56,VH-VZC,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40694031,Airborne Speed High,Level 2,Not a False Positive,696,716,0,15.63293457,2,0.833892822,0.03772725,0,5,-1.562426805,5.132507118,0
2653221,12/07/2019 23:05,VH-XZP,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40694177,High Speed Below 3000 ft AAL,Level 2,Not a False Positive,6048,6069,1,-16.34656906,4,2.29E-05,0.060664194,0,1,-0.366993845,1.003406133,0
2653261,13/07/2019 1:00,VH-VYG,737-800,QFA - 737-800 (1024 wps),YBCG,YSSY,40693844,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,4694,4720,6,20.33611298,0,2.45E-04,0.024707784,0,30,3.928011894,30.07818349,0
2653299,12/07/2019 23:53,VH-XZC,737-800,QFA - 737-800 (1024 wps),YBBN,NZQN,40694366,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,12272,12294,2,1166.386719,4,-2.13E-04,0.075995592,0,30,3.65511179,30.07818349,0
2653386,13/07/2019 4:19,VH-VXH,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40693736,Airborne Speed High,Level 2,Not a False Positive,1272,1293,1,14.75231743,0,-8.64E-04,0.0266283,0,5,-1.010283589,4.965483691,0
2653422,13/07/2019 3:57,VH-VZI,737-800,QFA - 737-800 (1024 wps),YBBN,YPAD,40693756,Airborne Speed High,Level 2,Not a False Positive,473,494,1,9.726804733,0,-1.54E-04,0.022924213,0,5,-0.642573953,5.061244449,0
2653483,13/07/2019 4:44,VH-VYZ,737-800,QFA - 737-800 (1024 wps),YMML,YPPH,40694146,Airborne Speed High,Level 2,Not a False Positive,516,536,0,396.2598877,0,-9.54E-05,0.019452462,0,5,-0.918327272,5.156261341,0
2653521,13/07/2019 6:04,VH-VZY,737-800,QFA - 737-800 (1024 wps),YPDN,YSSY,40693823,Airborne Speed High,Level 2,Not a False Positive,680,701,1,80.80413818,2,-8.64E-04,0.053447308,0,10,-1.194254041,10.0390803,0
2654194,14/07/2019 7:48,VH-VXB,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40693495,GPWS: Too Low Flap,Level 2,Not a False Positive,8193,8214,1,18.06254005,2,5.55E-04,0.065996236,0,25,4.200743198,24.92192586,0
2654194,14/07/2019 7:48,VH-VXB,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40693497,Late Land Flap Selection,Level 2,Not a False Positive,8196,8216,0,19.61441803,2,0.001335144,0.066800652,0,30,4.200743198,24.92192586,0
2654399,14/07/2019 2:11,VH-VXP,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40692968,High Vertical Acceleration at landing,Level 2,Not a False Positive,5122,5148,6,405.4303589,0,2.45E-04,0.062181343,0,30,4.10985136,30.19537099,0
2654409,14/07/2019 11:48,VH-VZO,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40692939,Climb Speed High,Level 2,Not a False Positive,429,450,1,392.6501465,2,-0.002282513,0.018379728,0,5,-0.918327272,5.156261341,0
2654452,14/07/2019 10:34,VH-VXT,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40693012,Airborne Speed High,Level 2,Not a False Positive,576,597,1,400.9031372,2,5.55E-04,0.023279795,0,5,-0.826390207,5.22752401,0
2655594,15/07/2019 3:27,VH-VYD,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40692539,Late Land Flap Selection,Level 2,Not a False Positive,6483,6503,0,80.46643829,2,-9.54E-05,0.094629096,0,30,3.928011894,22.57817078,0
2655770,15/07/2019 5:23,VH-XZG,737-800,QFA - 737-800 (1024 wps),NZWN,YMML,40692613,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,6136,14274.5,8118.5,0,0,-2.04E-06,0.214707353,0,0,-0.826390207,0.004750851,1
2655886,15/07/2019 11:43,VH-VXB,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40692167,Airborne Speed High,Level 2,Not a False Positive,411,431,0,396.3049316,2,0.001335144,0.052065904,0,5,-1.470354557,4.993988759,0
2656334,15/07/2019 9:15,VH-XZB,737-800,QFA - 737-800 (1024 wps),YSSY,NZWN,40691938,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,11431,11454,3,32.43580246,2,-9.68E-04,0.058683705,0,30,3.837063789,29.89260737,0
2656357,15/07/2019 21:13,VH-VZY,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40691766,Speed Brakes Used During Final Approach,Level 2,Not a False Positive,5880,5900,0,-10.56525421,4,0.004196167,0.072469385,0,30,4.654920101,29.92190425,0
2656366,15/07/2019 21:36,VH-VXB,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40691802,High Speed Below 3000 ft AAL,Level 2,Not a False Positive,5142,5181,19,-16.64605904,0,-0.001690542,0.071451939,0,0,34.08021545,0,0
2656615,16/07/2019 1:28,VH-XZN,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40691639,Airborne Speed High,Level 2,Not a False Positive,498,518,0,397.5551147,4,-9.54E-05,0.019775897,0,5,-1.470354557,5.156261341,0
2657137,16/07/2019 20:54,VH-VZD,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40690896,Thrust reversers delayed during landing,Level 2,Not a False Positive,4104.5,4189,64.5,11.52345848,2,-9.68E-04,0.052794547,0,30,-0.550694644,30.31255849,0
2657375,17/07/2019 0:57,VH-VZB,737-800,QFA - 737-800 (1024 wps),YPKA,YPPH,40690831,Airborne Speed High,Level 2,Not a False Positive,403,423,0,21.44351959,0,8.34E-05,0.060992635,0,5,-1.010283589,5.156261341,0
2657392,17/07/2019 2:15,VH-XZH,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40690623,Idle Thrust Approach,Level 2,Not a False Positive,4205,4249,24,-11.63577271,2,5.01E-04,0.051870495,0,30,-1.746629119,30.07818349,0
2657392,17/07/2019 2:15,VH-XZH,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40690624,Deviation Above GlideSlope 500 to 200 ft AGL,Level 2,Not a False Positive,4211.25,4249,17.75,-8.360481977,2,2.29E-04,0.054282725,0,30,3.65511179,30.07818349,0
2657734,17/07/2019 10:11,VH-VXI,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40690301,High Speed Below 5000 ft AAL,Level 2,Not a False Positive,3841,3865,4,-18.76421928,2,0.001058271,0.130754658,0,0,-0.183369875,0,0
2657755,17/07/2019 10:48,VH-VZA,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40690208,Airborne Speed High,Level 2,Not a False Positive,585,605,0,11.76820183,0,0.001335144,0.063592323,0,1,-1.470354557,1.016927768,0
2657756,17/07/2019 11:07,VH-VXE,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40690270,Airborne Speed High,Level 2,Not a False Positive,528,548,0,396.197876,2,0.001335144,0.010111254,0,5,-0.458834648,4.965483691,0
2657769,17/07/2019 12:08,VH-VYC,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40690275,Deep Touchdown,Level 3,Not a False Positive,4572,4592,0,10.38288403,12,-0.001525879,0.080262166,0,30,4.200743198,30.25396474,0
2657832,17/07/2019 2:19,VH-VZL,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40690151,Deep Touchdown,Level 2,Not a False Positive,4742.75,4762.75,0,9.75903964,8,-9.54E-05,0.021387251,0,30,3.017686605,30.07818349,0
2657907,17/07/2019 20:28,VH-VXH,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40690043,Airborne Speed High,Level 2,Not a False Positive,449,469,0,1869.618164,0,-0.001525879,0.046850199,0,5,-0.183369875,4.965483691,0
2658085,17/07/2019 22:20,VH-VZA,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40690105,Airborne Speed High,Level 2,Not a False Positive,1064,1084,0,13.9811697,14,0.004196167,0.02059368,0,5,-0.642573953,5.156261341,0
2658167,17/07/2019 9:15,VH-XZB,737-800,QFA - 737-800 (1024 wps),YSSY,NZAA,40690363,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,3172,10174.5,6982.5,0,0,-3.22E-06,0.308206783,0,0,-1.37830174,0.009501703,1
2658167,17/07/2019 9:15,VH-XZB,737-800,QFA - 737-800 (1024 wps),YSSY,NZAA,40690372,GPWS: Don't Sink,Level 2,Bad Parameter: Bad Sensor on Airplane,9882,9913,11,574.9018555,0,0.001269624,0.061794335,0,5,-1.286268234,5.061244449,1
2658297,17/07/2019 22:36,VH-VXO,737-800,QFA - 737-800 (1024 wps),YBBN,YPPH,40690302,Deep Touchdown,Level 2,Not a False Positive,20355.25,20375.25,0,57.81158447,0,9.78E-04,0.027644251,0,30,3.609609604,30.19537099,0
2658799,18/07/2019 22:19,VH-XZO,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40689139,Airborne Speed High,Level 2,Not a False Positive,502,522,0,1868.861206,0,-0.001525879,0.534509612,0,5,-0.826390207,5.156261341,0
2659326,18/07/2019 22:49,VH-VZW,737-800,QFA - 737-800 (1024 wps),YMML,YBHM,40689268,High Vertical Acceleration at landing,Level 3,Not a False Positive,9629.25,9655.25,6,14.34841347,4,-1.02E-05,0.095254407,0,40,3.746097088,40,0
2659339,19/07/2019 0:02,VH-XZD,737-800,QFA - 737-800 (1024 wps),YMML,YBCG,40689263,Short touchdown,Level 2,Not a False Positive,6691.5,6711.5,0,11.38830328,2,8.34E-05,0.051837417,0,30,3.65511179,29.93655268,0
2659769,19/07/2019 9:32,VH-VXJ,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40688656,Late Land Flap Selection,Level 2,Not a False Positive,4395,4415,0,120.5075836,2,0.001335144,0.044988374,0,30,-1.102259159,24.98051961,0
2660142,20/07/2019 1:54,VH-VZE,737-800,QFA - 737-800 (1024 wps),YPAD,YBAS,40688182,Airborne Speed High,Level 2,Not a False Positive,565,586,1,16.3910656,2,-1.54E-04,0.049433485,0,1,-0.918327272,0.99408856,0
2660231,19/07/2019 22:56,VH-VZL,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40688013,Airborne Speed High,Level 2,Not a False Positive,633,653,0,13.34581375,2,0.004196167,0.039563018,0,1,-1.286268234,1.003406133,0
2660274,20/07/2019 6:10,VH-VXE,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40688051,Airborne Speed High,Level 2,Not a False Positive,529,549,0,402.0544739,2,-9.54E-05,0.022519514,0,1,-0.458834648,0.979835974,0
2660495,21/07/2019 0:04,VH-VZU,737-800,QFA - 737-800 (1024 wps),YSSY,NZQN,40687966,Airborne Speed High,Level 2,Not a False Positive,998,1018,0,12.10463715,0,1.64E-05,0.019736971,0,10,-1.470354557,10.06837718,0
2660587,21/07/2019 2:48,VH-VXU,737-800,QFA - 737-800 (1024 wps),YPPH,YSSY,40687963,Deep Touchdown,Level 2,Not a False Positive,13488.25,13508.25,0,9.578675508,2,-9.54E-05,0.073854185,0,30,3.928011894,30.07818349,0
2660847,21/07/2019 0:22,VH-XZP,737-800,QFA - 737-800 (1024 wps),YCHK,YPPH,40687360,Climb Speed High,Level 2,Not a False Positive,481,502,1,1429.55835,0,-6.58E-05,0.116642469,0,5,-1.562426805,5.061244449,0
