flight_record,flight_date_exact,tail_number,airframe,fleet,takeoff_airport_code,landing_airport_code,p14_event_record,p14_event_type,p14_severity,p14_false_positive,p14_start_of_event_10_seconds_seconds_from_start_of_file,p14_end_of_event_10_seconds_seconds_from_start_of_file,p14_data_dropouts_seconds,p14_error_b_w_gmt_and_recorded_time_around_event_percent,p14_estimated_nav_error_at_start_of_event_nm,p14_standard_deviation_of_sample_rate_of_gmt_event_interval_30_seconds_hz,p14_flap_handle_position_at_start_of_event,p14_speed_brake_handle_position_at_start_of_event_deg,p14_flap_position_at_start_of_event_deg_ted,target
2852489,7/02/2020 9:19,VH-VZD,737-800,QFA - 737-800 (1024 wps),YSSY,YPAD,40525089,High Speed Below 5000 ft AAL,Level 2,Not a False Positive,6029,6068,0,7.79E-04,0.00686369,0,0,33.99514389,0.004750851,0
2852852,7/02/2020 23:16,VH-XZH,737-800,QFA - 737-800 (1024 wps),YPPH,YSSY,40525161,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,489,509,2,-0.001525879,0.013882815,0,1,-1.746629119,1.016927768,0
2852275,7/02/2020 5:46,VH-XZK,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40525185,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,325.75,345.75,0,-9.54E-05,0.01606737,0,5,-1.424328148,5.180015564,0
2852458,7/02/2020 7:05,VH-VXU,737-800,QFA - 737-800 (1024 wps),YPAD,YPPH,40525504,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,9530,11361.25,2,-5.93E-05,0.002127202,0,0,-0.550694644,0,1
2851632,6/02/2020 8:25,VH-VYZ,737-800,QFA - 737-800 (1024 wps),YSSY,NZWN,40526011,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,964.25,984.25,0,0.001335144,0.013844745,0,5,-0.734472454,5.150322785,0
2851421,6/02/2020 5:50,VH-VZG,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40526075,Pitch Attitude High During Rotation (Gears Extended),Level 3,Not a False Positive,788.5,808.5,14,-9.54E-05,0.015327486,0,5,-1.286268234,5.156261341,0
2851036,5/02/2020 22:48,VH-VZE,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40526337,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,912,932,0,-0.001525879,0.007299956,0,5,-0.918327272,5.037489711,0
2851178,5/02/2020 23:44,VH-XZC,737-800,QFA - 737-800 (1024 wps),YBBN,AYPY,40526340,Airborne Speed High,Level 2,Not a False Positive,2094,2115,2,5.55E-04,0.008272479,0,5,-1.930908918,5.108752895,0
2851136,5/02/2020 23:52,VH-VZD,737-800,QFA - 737-800 (1024 wps),YBBN,YBTL,40526381,Rotation Speed High,Level 2,Not a False Positive,1975.5,1995.5,2,-0.001525879,0.026878371,0,5,-1.746629119,5.191892675,0
2851136,5/02/2020 23:52,VH-VZD,737-800,QFA - 737-800 (1024 wps),YBBN,YBTL,40526382,Airborne Speed High,Level 3,Not a False Positive,1982,2002,2,-0.001525879,0.018199358,0,5,-1.746629119,5.203769787,0
2850233,5/02/2020 5:24,VH-VZM,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40526814,Airborne Speed High,Level 2,Not a False Positive,528,548,2,-9.54E-05,0.03450001,0,5,-1.102259159,4.965483691,0
2850255,5/02/2020 5:41,VH-XZO,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40527001,Rotation Speed High,Level 2,Not a False Positive,418.5,438.5,0,-9.54E-05,0.024997251,0,5,-1.470354557,5.156261341,0
2849725,4/02/2020 21:49,VH-XZO,737-800,QFA - 737-800 (1024 wps),YMML,YPAD,40527206,Airborne Speed High,Level 2,Not a False Positive,571,591,0,-0.001525879,0.007094381,0,10,-0.734472454,10.24415843,0
2849353,4/02/2020 8:06,VH-VZJ,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40527676,Airborne Speed High,Level 2,Not a False Positive,518,538,0,0.001335144,0.007101113,0,5,-1.194254041,5.013735488,0
2849277,4/02/2020 6:18,VH-VZP,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40527703,Rotation Speed High,Level 2,Not a False Positive,917,937,0,-9.54E-05,0.004153749,0,5,-1.654518247,5.061244449,0
2849449,4/02/2020 6:54,VH-XZN,737-800,QFA - 737-800 (1024 wps),YPPD,YBBN,40527788,Airborne Speed High,Level 2,Not a False Positive,490,511,2,5.55E-04,0.034973768,0,5,-1.37830174,5.156261341,0
2849131,4/02/2020 3:24,VH-VZK,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40527802,Rotation Speed Low,Level 2,Not a False Positive,389,409,0,-9.54E-05,0.010672392,0,5,-1.102259159,5.22752401,0
2849316,4/02/2020 6:29,VH-VZO,737-800,QFA - 737-800 (1024 wps),YPPD,YPPH,40527842,Airborne Speed High,Level 2,Not a False Positive,397,418,0,5.55E-04,0.013707167,0,5,-0.918327272,5.203769787,0
2848874,3/02/2020 22:50,VH-VYK,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40528038,Airborne Speed High,Level 2,Not a False Positive,477,497,0,-0.001525879,0.015304297,0,1,-0.734472454,1.003406133,0
2848807,3/02/2020 21:51,VH-VZD,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40528246,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,942,962,0,-0.001525879,0.022918344,0,5,-1.746629119,5.203769787,0
2848806,3/02/2020 21:17,VH-VZQ,737-800,QFA - 737-800 (1024 wps),YPPH,YPKA,40528307,Idle Thrust Approach,Level 3,Not a False Positive,6486.5,6532,11,1.26E-04,0.009448635,0,30,3.746097088,29.980498,0
2848871,3/02/2020 19:58,VH-XZB,737-800,QFA - 737-800 (1024 wps),NZAA,YSSY,40528417,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,704,724,0,-0.001525879,0.025279901,0,1,-1.286268234,0.998839404,0
2848449,3/02/2020 8:16,VH-VYC,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40528468,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,578.75,598.75,2,-0.001525879,0.004658847,0,5,-1.470354557,5.156261341,0
2848086,3/02/2020 1:40,VH-XZP,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40528810,Airborne Speed High,Level 2,Not a False Positive,378,398,0,2.62E-04,0.005666855,0,1,-0.642573953,1.007913345,0
2848158,3/02/2020 3:48,VH-XZP,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40528943,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,546,566,2,6.20E-04,0.005996974,0,5,-1.470354557,5.061244449,0
2847831,3/02/2020 0:15,VH-VXM,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40528966,Rotation Speed High,Level 2,Not a False Positive,776.25,796.25,0,5.22E-06,0.598771943,0,5,-1.102259159,5.108752895,0
2848196,3/02/2020 1:49,VH-XZH,737-800,QFA - 737-800 (1024 wps),YMML,YPPH,40528986,Airborne Speed High,Level 2,Not a False Positive,693,713,0,-9.54E-05,0.01119953,0,15,-1.562426805,15.41019948,0
2847886,2/02/2020 23:59,VH-VYG,737-800,QFA - 737-800 (1024 wps),YNWN,YPPH,40529028,Deviation Above GlideSlope 500 to 200 ft AGL,Level 2,Not a False Positive,5710,5752.25,0,6.80E-05,0.006321688,0,30,3.928011894,30.07818349,0
2847675,2/02/2020 22:21,VH-VXT,737-800,QFA - 737-800 (1024 wps),YBBN,YMML,40529058,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,575.5,595.5,0,0.001335144,0.023082626,0,5,-1.470354557,5.251278233,0
2847633,2/02/2020 22:31,VH-VXM,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40529106,Airborne Speed High,Level 2,Not a False Positive,657,678,2,5.55E-04,0.022945877,0,5,-1.286268234,5.108752895,0
2848337,3/02/2020 2:59,VH-VZI,737-800,QFA - 737-800 (1024 wps),NZWN,YMML,40529126,Rotation Speed High,Level 2,Not a False Positive,502.75,522.75,0,-9.54E-05,0.043383464,0,5,-1.286268234,5.061244449,0
2847623,2/02/2020 21:21,VH-VXQ,737-800,QFA - 737-800 (1024 wps),YPPH,YPKA,40529164,Climb Speed High,Level 2,Not a False Positive,620,645,17,-0.002441406,0.017808877,0,5,-0.642573953,5.156261341,0
2848112,2/02/2020 23:23,VH-VZJ,737-800,QFA - 737-800 (1024 wps),YSSY,YPDN,40529272,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,4135,7348,0,-3.74E-07,0.005764102,0,0,-1.286268234,0.004750851,1
2847991,2/02/2020 22:30,VH-VZI,737-800,QFA - 737-800 (1024 wps),YMML,NZWN,40529298,Airborne Speed High,Level 2,Not a False Positive,695,715,2,-0.001525879,0.008384601,0,15,-1.286268234,15.11723073,0
2848104,3/02/2020 0:04,VH-VZK,737-800,QFA - 737-800 (1024 wps),YPPH,YMML,40529333,Airborne Speed High,Level 2,Not a False Positive,373,393,0,1.64E-05,0.020216255,0,10,-0.550694644,10.24415843,0
2847692,2/02/2020 22:25,VH-XZP,737-800,QFA - 737-800 (1024 wps),YPPH,YPAD,40529394,Airborne Speed High,Level 2,Not a False Positive,421,441,0,-0.001525879,0.013186087,0,5,-1.470354557,5.061244449,0
2847491,2/02/2020 17:42,VH-XZC,737-800,QFA - 737-800 (1024 wps),NZAA,YBBN,40529418,Airborne Speed High,Level 2,Not a False Positive,883,903,0,-0.001525879,0.02968424,0,1,-1.930908918,1.007913345,0
2847265,2/02/2020 7:24,VH-VXC,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40529494,Early Flap Retraction,Level 2,Bad Parameter: Synchronization Error,402.5,474,3.75,18.65905005,0.348073652,0,5,-0.091586694,5.156261341,1
2847406,2/02/2020 10:08,VH-VZE,737-800,QFA - 737-800 (1024 wps),YBBN,YPAD,40529589,Airborne Speed High,Level 2,Not a False Positive,485,505,0,-0.001525879,0.018744776,0,1,-0.918327272,0.99408856,0
2847077,2/02/2020 3:25,VH-VXK,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40529780,Rotation Speed High,Level 2,Not a False Positive,947.5,967.5,0,-9.54E-05,0.015761257,0,5,-1.286268234,5.132507118,0
2847078,2/02/2020 3:21,VH-VYI,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40529906,Airspeed Low Relative to Stall Speed,Level 2,Not a False Positive,4607,4630,2,4.28E-04,0.005142478,0,15,1.77E-04,29.51174672,0
2846930,1/02/2020 22:58,VH-VZI,737-800,QFA - 737-800 (1024 wps),YSSY,NZWN,40529953,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,896.75,916.75,2,-0.001525879,0.008894459,0,5,-1.286268234,5.061244449,0
2846717,1/02/2020 9:18,VH-XZM,737-800,QFA - 737-800 (1024 wps),YSSY,YPPH,40530685,Airborne Speed High,Level 2,Not a False Positive,1131,1151,0,0.001335144,0.008881642,0,1,-1.562426805,1.003406133,0
2846523,1/02/2020 2:06,VH-VZF,737-800,QFA - 737-800 (1024 wps),YPPH,YBBN,40530706,Airborne Speed High,Level 2,Not a False Positive,426,446,0,6.20E-04,0.00394319,0,5,-1.194254041,5.061244449,0
2845685,31/01/2020 9:28,VH-VXN,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40530904,Airborne Speed High,Level 2,Not a False Positive,951,971,0,-0.001525879,0.026110859,0,5,-1.102259159,4.993988759,0
2845582,31/01/2020 7:12,VH-VZA,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40530920,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,995.25,1015.25,0,-9.54E-05,0.011445839,0,5,-1.332284987,5.180015564,0
2845614,31/01/2020 7:12,VH-VYC,737-800,QFA - 737-800 (1024 wps),YSSY,YPAD,40530925,Deep Touchdown,Level 2,Not a False Positive,8769,8789,0,0.001335144,0.005304006,0,30,2.014149666,30.25396474,0
2845406,31/01/2020 4:42,VH-VZC,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40530944,GPWS: Windshear Warning,Level 2,Not a False Positive,816,840,2,0.001058271,0.007807104,0,1,-1.010283589,1.012420556,0
2845406,31/01/2020 4:42,VH-VZC,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40530949,Rotation Speed High,Level 2,Not a False Positive,795.25,815.25,2,-9.54E-05,0.011935053,0,1,-0.964305431,1.012420556,0
2845487,31/01/2020 5:12,VH-VXT,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40530970,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,1007.75,1027.75,2,-9.54E-05,0.00592022,0,5,-1.378311396,5.251278233,0
2845504,31/01/2020 5:33,VH-XZL,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40531086,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,932.75,952.75,0,-9.54E-05,0.027894035,0,5,1.68E-04,5.013735488,0
2845394,31/01/2020 3:56,VH-XZK,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40531291,Airborne Speed High,Level 2,Not a False Positive,612,632,4,-9.54E-05,0.009192658,0,5,-1.470354557,5.180015564,0
2845318,31/01/2020 0:35,VH-XZA,737-800,QFA - 737-800 (1024 wps),NZQN,YSSY,40531347,Airborne Speed High,Level 2,Not a False Positive,681,701,0,8.34E-05,0.052063312,0,15,-0.366993845,15.29301198,0
2845511,31/01/2020 3:07,VH-VZG,737-800,QFA - 737-800 (1024 wps),NFFN,YSSY,40531420,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,373.25,393.25,0,-9.54E-05,0.003597549,0,1,-1.194254041,1.012420556,0
2844704,30/01/2020 8:15,VH-VZB,737-800,QFA - 737-800 (1024 wps),YBBN,YMML,40531748,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,484.5,504.5,0,-9.54E-05,0.005031916,0,1,-0.918327272,1.003406133,0
2844713,30/01/2020 8:56,VH-VZA,737-800,QFA - 737-800 (1024 wps),YSSY,YPAD,40531813,Thrust reversers delayed during landing,Level 2,Not a False Positive,6756.25,6837.75,0,0.001027761,0.003514356,0,40,4.200705528,40,0
2844734,30/01/2020 7:55,VH-XZH,737-800,QFA - 737-800 (1024 wps),YSSY,NZWN,40531838,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,945.5,965.5,2,-9.54E-05,0.050888854,0,5,-1.654518247,5.132507118,0
2844934,30/01/2020 17:56,VH-XZH,737-800,QFA - 737-800 (1024 wps),NZWN,YSSY,40532030,GPWS: Windshear Warning,Level 2,Not a False Positive,556,580,0,-0.004479193,0.00938844,0,5,-1.37830174,5.132507118,0
2844934,30/01/2020 17:56,VH-XZH,737-800,QFA - 737-800 (1024 wps),NZWN,YSSY,40532036,Pitch Attitude High During Rotation (Gears Extended),Level 3,Not a False Positive,534.25,554.25,0,-9.54E-05,0.016144368,0,5,-1.562426805,5.132507118,0
2844509,30/01/2020 3:11,VH-XZH,737-800,QFA - 737-800 (1024 wps),NZWN,YSSY,40532351,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,448.25,468.25,0,4.41E-04,0.058913459,0,5,-1.654518247,5.132507118,0
2844606,30/01/2020 4:22,VH-VYE,737-800,QFA - 737-800 (1024 wps),YPDN,YSSY,40532423,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,745.75,765.75,4,-9.54E-05,0.018698636,0,5,-1.102259159,5.156261341,0
2844663,30/01/2020 6:00,VH-XZN,737-800,QFA - 737-800 (1024 wps),YPPH,YSSY,40532497,Rotation Speed High,Level 2,Not a False Positive,448,468,2,0.001335144,0.016983498,0,5,-1.37830174,5.156261341,0
2844663,30/01/2020 6:00,VH-XZN,737-800,QFA - 737-800 (1024 wps),YPPH,YSSY,40532498,Airborne Speed High,Level 2,Not a False Positive,457,477,2,-9.54E-05,0.015503183,0,5,-1.37830174,5.156261341,0
2843267,29/01/2020 1:20,VH-VZF,737-800,QFA - 737-800 (1024 wps),YMML,YPPH,40533215,Early Flap Retraction,Level 2,Not a False Positive,547.75,633,0,-6.64E-05,0.008879704,0,25,-0.458834648,25.04885356,0
2843104,28/01/2020 21:28,VH-XZL,737-800,QFA - 737-800 (1024 wps),YMML,YPDN,40533233,High Bank Angle Climb below 200 feet,Level 2,Not a False Positive,721.5,741.5,0,0.001335144,0.020401746,0,15,-1.102259159,15.05863698,0
2842531,28/01/2020 19:49,VH-VYI,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40533327,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,644,664,4,-0.001525879,0.0116171,0,1,-1.286268234,1.016927768,0
2842218,27/01/2020 23:00,VH-VZG,737-800,QFA - 737-800 (1024 wps),YMML,NZWN,40533820,Short touchdown,Level 2,Not a False Positive,11503,11523,2,-9.54E-05,0.022460114,0,40,3.837063789,40,0
2841435,27/01/2020 6:36,VH-VXU,737-800,QFA - 737-800 (1024 wps),YSCB,YPAD,40534296,Rotation Speed High,Level 2,Not a False Positive,340.25,360.25,0,-9.54E-05,0.026256575,0,5,-0.275172263,5.156261341,0
2840790,26/01/2020 21:50,VH-XZN,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40534900,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,1310.5,1330.5,2,0.001335144,0.010879965,0,1,-1.470354557,1.019181398,0
2841167,27/01/2020 3:15,VH-XZF,737-800,QFA - 737-800 (1024 wps),NZWN,YMML,40535137,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,894.25,914.25,0,-9.54E-05,0.03920905,0,5,-1.102259159,4.979736225,0
2840754,26/01/2020 20:50,VH-XZO,737-800,QFA - 737-800 (1024 wps),YBBN,YBTL,40535203,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,443,463,2,-0.001525879,0.00359238,0,1,-1.562426805,1.016927768,0
2841016,26/01/2020 23:35,VH-VXD,737-800,QFA - 737-800 (1024 wps),YPPH,YBBN,40535213,Airborne Speed High,Level 2,Not a False Positive,549,569,0,-0.001525879,0.016997589,0,5,-0.275172263,5.22752401,0
2840561,26/01/2020 8:10,VH-VZK,737-800,QFA - 737-800 (1024 wps),YSSY,NZAA,40535485,Rotation Speed High,Level 2,Not a False Positive,1497,1517,0,-0.001525879,0.018563489,0,5,-1.102259159,5.203769787,0
2840139,25/01/2020 23:20,VH-VXM,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40535737,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,5042,5064,2,-3.67E-05,0.021964552,0,30,4.291615963,30.37115224,0
2840027,25/01/2020 19:01,VH-VZO,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40535811,Climb Speed High,Level 2,Not a False Positive,608,630,2,0.002601498,0.008950193,0,1,-0.275172263,1.030449452,0
2840380,26/01/2020 2:11,VH-VXI,737-800,QFA - 737-800 (1024 wps),YPPH,YBBN,40536109,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,6187,15743.75,0,-6.30E-06,0.011721399,0,0,-1.562426805,0.004750851,1
2839772,25/01/2020 6:51,VH-VYK,737-800,QFA - 737-800 (1024 wps),YBCG,YSSY,40536157,Airborne Speed High,Level 2,Not a False Positive,365,385,2,-9.54E-05,0.022017094,0,1,-0.642573953,1.003406133,0
2839271,24/01/2020 21:56,VH-VXC,737-800,QFA - 737-800 (1024 wps),YMML,YBHM,40536606,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,968,988,4,-0.001525879,0.048844201,0,1,-0.826390207,1.007913345,0
2838824,24/01/2020 3:46,VH-VXB,737-800,QFA - 737-800 (1024 wps),YPDN,YBBN,40537016,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,678.25,698.25,0,-9.54E-05,0.005043675,0,1,-1.37830174,0.998839404,0
2837991,24/01/2020 1:06,VH-XZN,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40537065,Airborne Speed High,Level 2,Not a False Positive,1235,1255,2,-9.54E-05,0.010028011,0,1,-1.470354557,1.016927768,0
2837970,24/01/2020 0:07,VH-VXN,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40537133,Airborne Speed High,Level 2,Not a False Positive,474,494,2,-5.96E-06,0.026627462,0,1,-0.550694644,0.970334285,0
2838784,24/01/2020 2:28,VH-VXP,737-800,QFA - 737-800 (1024 wps),YPDN,YMML,40537137,TCAS Resolution Advisory,Level 2,Bad Parameter: Bad Sensor on Airplane,13527,13585,0,3.57E-04,0.006272776,0,0,0.550358832,0.009501703,1
2837441,23/01/2020 3:43,VH-VZT,737-800,QFA - 737-800 (1024 wps),NZAA,YSSY,40538127,High Vertical Acceleration at landing,Level 2,Not a False Positive,11408.25,11434.25,0,-4.36E-04,0.02573088,0,30,3.29098177,29.980498,0
2837329,23/01/2020 1:22,VH-VXT,737-800,QFA - 737-800 (1024 wps),YMML,YPPH,40538239,Rotation Speed High,Level 2,Not a False Positive,1007,1027,0,-9.54E-05,0.029312422,0,5,-0.734472454,5.251278233,0
2836364,22/01/2020 7:43,VH-VZV,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40538310,Rotation Speed High,Level 2,Not a False Positive,2254,2274,2,-9.54E-05,0.019176942,0,5,-1.286268234,5.108752895,0
2836488,22/01/2020 10:31,VH-XZL,737-800,QFA - 737-800 (1024 wps),YMML,YPAD,40538334,Airborne Speed High,Level 2,Not a False Positive,1190,1211,0,-0.002282513,0.004897134,0,5,-1.102259159,5.013735488,0
2836409,22/01/2020 8:45,VH-VXP,737-800,QFA - 737-800 (1024 wps),YMML,YPAD,40538350,Airborne Speed High,Level 2,Not a False Positive,1681,1701,0,-0.001525879,0.019617699,0,5,-0.275172263,5.156261341,0
2836384,22/01/2020 8:27,VH-VZK,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40538386,Rotation Speed High,Level 2,Not a False Positive,1175.5,1195.5,10,-9.54E-05,0.002718913,0,5,-1.102259159,5.203769787,0
2836384,22/01/2020 8:27,VH-VZK,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40538388,Airborne Speed High,Level 2,Not a False Positive,1181,1202,10,5.55E-04,0.003767953,0,5,-1.102259159,5.203769787,0
2836339,22/01/2020 6:56,VH-VZP,737-800,QFA - 737-800 (1024 wps),YPPH,YNWN,40538440,Airborne Speed High,Level 2,Not a False Positive,749,770,8,-8.64E-04,0.004545136,0,1,-0.826390207,0.998839404,0
2836298,22/01/2020 6:09,VH-VXM,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40538511,Rotation Speed High,Level 2,Not a False Positive,1690.25,1710.25,7,-9.54E-05,0.020408428,0,5,-1.102259159,5.084998672,0
2836298,22/01/2020 6:09,VH-VXM,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40538512,Airborne Speed High,Level 2,Not a False Positive,1696,1716,7,-9.54E-05,0.018971291,0,5,-1.102259159,5.084998672,0
2836197,22/01/2020 4:53,VH-VYF,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40538529,Airborne Speed High,Level 2,Not a False Positive,1066,1086,2,-9.54E-05,0.016437765,0,5,-0.826390207,5.037489711,0
2836247,22/01/2020 4:49,VH-XZL,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40538571,Thrust reversers delayed during landing,Level 2,Not a False Positive,5058.5,5144.75,2,2.41E-04,0.026235068,0,30,3.928011894,30.00004387,0
2836267,22/01/2020 4:26,VH-VZE,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40538816,Airborne Speed High,Level 2,Not a False Positive,731,752,4,5.55E-04,0.034642717,0,1,-0.826390207,0.99408856,0
2836367,22/01/2020 4:37,VH-VXB,737-800,QFA - 737-800 (1024 wps),YPPH,YBBN,40538908,Airborne Speed High,Level 2,Not a False Positive,524,544,0,-9.54E-05,0.026020037,0,1,-1.470354557,1.007913345,0
2835919,21/01/2020 21:30,VH-VYH,737-800,QFA - 737-800 (1024 wps),YBBN,YMML,40539040,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,3542,8414,2,2.46E-06,0.006553675,0,0,-1.654518247,0.009501703,1
2834632,21/01/2020 6:10,VH-XZO,737-800,QFA - 737-800 (1024 wps),YMML,YPAD,40539190,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,378,398,0,-9.54E-05,0.021647872,0,5,-1.286268234,5.156261341,0
2834545,21/01/2020 2:40,VH-XZN,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40539520,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,378.5,398.5,0,-9.54E-05,0.030103745,0,1,-1.37830174,1.016927768,0
2834171,20/01/2020 19:53,VH-XZP,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40539710,Deep Touchdown,Level 2,Not a False Positive,5149.5,5169.5,0,0.001335144,0.01219429,0,30,3.837063789,30.01958974,0
